Group,Attribute,Year,QuestionNo.,Estimate,cv,CI Lower,CI Upper,Unweightedn,QuestionText,QuestionGroup,Region,Marker
Volunteer status,Regular volunteer,2018,nv_020,0.3646141816487399,2.559489339500328,0.3463232859795886,0.38290507731789114,5650,Gave enough time already,Top volunteers barriers to volunteering more,CA,
Volunteer status,Top volunteer,2018,nv_020,0.5881079177225439,3.6143201085002152,0.5464467219202018,0.629769113524886,1394,Gave enough time already,Top volunteers barriers to volunteering more,CA,
Volunteer status,Regular volunteer,2018,nv_030,0.05399974214697179,8.869720246290129,0.044612247565734724,0.06338723672820885,5604,Dissatisfied with previous experience,Top volunteers barriers to volunteering more,CA,
Volunteer status,Top volunteer,2018,nv_030,0.07062137133842472,17.21417002729767,0.04679431861605608,0.09444842406079336,1369,Dissatisfied with previous experience,Top volunteers barriers to volunteering more,CA,*
Volunteer status,Regular volunteer,2018,nv_040,0.2717501807695017,3.4807330656965347,0.25321108057573516,0.2902892809632682,5631,No one asked,Top volunteers barriers to volunteering more,CA,
Volunteer status,Top volunteer,2018,nv_040,0.17030919623804386,10.340339386142587,0.13579315465228467,0.20482523782380305,1373,No one asked,Top volunteers barriers to volunteering more,CA,
Volunteer status,Regular volunteer,2018,nv_050,0.15576492320868066,5.806956789175774,0.13803665348027822,0.1734931929370831,5597,Unsure how to get more involved,Top volunteers barriers to volunteering more,CA,
Volunteer status,Top volunteer,2018,nv_050,0.0836817529727411,15.079504124663204,0.058949372397803707,0.10841413354767848,1368,Unsure how to get more involved,Top volunteers barriers to volunteering more,CA,
Volunteer status,Regular volunteer,2018,nv_060,0.16285384398732683,4.200248641880417,0.14944716825682391,0.17626051971782974,5622,Health probelms/physically unable,Top volunteers barriers to volunteering more,CA,
Volunteer status,Top volunteer,2018,nv_060,0.20161552631719312,7.988070380320833,0.17004993367887508,0.23318111895551116,1372,Health probelms/physically unable,Top volunteers barriers to volunteering more,CA,
Volunteer status,Regular volunteer,2018,nv_070,0.7430905530203094,1.2037900444515675,0.7255581849945095,0.7606229210461092,5740,Did not have the time,Top volunteers barriers to volunteering more,CA,
